id,keyword
239,SULFURIC-ACID; C-STEEL; CARBON-STEEL; IODIDE-IONS; H2SO4; ADSORPTION; BEHAVIOR; HYDROGEN; DISSOLUTION; ALUMINUM
240,HEXAVALENT CHROMIUM; REMOVAL; CR(VI); BIOMASS; NI(II); REDUCTION; SORPTION; WATER; REMEDIATION; ADSORBENTS
241,CONVERSION EFFICIENCY; BAND-GAP; CELLS; POLYMER; DENSITY
242,FATTY-ACID-COMPOSITION; ANTIOXIDANT ACTIVITY; AGRONOMIC TRAITS; GENOTYPES; KERNEL; LEBANON; OILS
243,HYDROGEN-PEROXIDE; OXIDATION; CHEMISTRY; MATRIX
244,ANIMAL BONE MEAL; EFFICIENT CATALYST; MICHAEL; HYDROXYAPATITE
245,SCHIFF-BASE; CRYSTAL INTERACTIONS; HIRSHFELD SURFACE; THERMAL-ANALYSIS; COMPLEXES; XRD
246,TREE; TOCOPHEROLS
247,MANAGEMENT; SUBSTRATE; SLUDGE
248,OCTACALCIUM PHOSPHATE; SYNTHETIC HYDROXYAPATITE; CALCIUM PHOSPHATES; HEAVY-METALS; CADMIUM; REACTIVITY; BRUSHITE; 2H(2)O; CAHPO4; XPS
249,DRAGONFLY SURVEYS INSECTA; ODONATA; POPULATION; INDICATORS
250,WASTE-WATER TREATMENT; CRYSTALLIZATION; PHOSPHORUS; PHOSPHATES; RECOVERY; REUSE; PH
251,GAS-CHROMATOGRAPHY; ORGANOPHOSPHORUS PESTICIDES; WATER; RESIDUES; CARBARYL; GEL
252,DYES; REMOVAL
253,GRANULAR ACTIVATED CARBON; ANAEROBIC-DIGESTION; SEED-GERMINATION; PHENOLIC REMOVAL; DETOXIFICATION; WASTEWATERS; ADSORPTION; DESORPTION; EFFLUENTS; IMPACT
254,ORGANIC PHOSPHORUS-COMPOUNDS
255,NUTRITIONAL QUALITY; DERIVATIVES; STABILITY; REMOVAL
256,NITROGEN-FIXATION; GROWTH; MICROORGANISMS; SURVIVAL; BACTERIA; STRESS; SOIL
257,ELECTROCHEMICAL NOISE GENERATION; AUSTENITIC STAINLESS STEEL; INDUCED BRITTLE CRACKING; ALPHA-BRASS; TARNISHING FILM; MATTSSONS SOLUTION; HYDROGEN; RUPTURE; ELECTROLYTES; AA-7075-T651
258,DESIGN METHOD; EFFLUENTS; MEMBRANES; OPTIMIZATION; PRETREATMENT; ADSORPTION; REMOVAL; DECOLORIZATION; FLOCCULATION; REMEDIATION
259,OPTIMUM SORPTION ISOTHERM; ACTIVATED CARBON; AQUEOUS-SOLUTIONS; CATIONIC DYE; ACID DYES; EQUILIBRIUM; SELECTION; CHITOSAN; SURFACES; KINETICS
260,METHYLENE-BLUE; BED; WATER; BIOSORPTION; ADSORPTION; BIOMASS; COLUMN; DEFLUORIDATION; BREAKTHROUGH; EQUILIBRIUM
261,AIR-POLLUTION; PARTICULATE MATTER; RESPIRATORY-INFECTIONS; DEVELOPING-COUNTRIES; COMBUSTION; URBAN; QUALITY; POLLUTANTS; EMISSIONS; COOKING
262,ACID CORROSION; CARBON-STEEL; IRON; MEDIA
263,ANIMAL BONE MEAL; IONIC LIQUID; BASE CATALYSTS; ELECTROPHILIC ALKENES; POTASSIUM FLUORIDE; NATURAL PHOSPHATE; NITROGEN-CONTENT; CHLORIDE; HYDROXYAPATITE; ALDEHYDES
264,MILD-STEEL; NANOINDENTATION; RESISTANCE; BEHAVIOR
265,PLANT ESSENTIAL OILS; CHEMICAL-COMPOSITION; ANTIBACTERIAL; CAPACITY; FOODS
266,GRAPHENE QUANTUM DOTS; ONE-STEP SYNTHESIS; ANTIBACTERIAL; EXTRACTS; NITROGEN; NANODOTS; SENSOR
267,COPPER(II) COMPLEXES; EXCITATION-ENERGIES; CRYSTAL; SOLVATOCHROMISM; COORDINATION; INHIBITORS
268,WATER-QUALITY; DISTRICT; IMPACT; BASIN
269,HEAVY-METAL IONS; ACID-MINE DRAINAGE; ZERO CHARGE; WASTE-WATER; ADSORPTION; OXIDES; POINT; DYE; ADSORBENTS; PB(II)
270,ORGANIC-MATTER; GROUNDWATER; SYSTEM; BASIN
271,HYDROCHLORIC-ACID; CARBON-STEEL; ORGANIC INHIBITORS; MILD-STEEL; HETEROCYCLIC-COMPOUNDS; CHLORIDE SOLUTIONS; PHOSPHORIC-ACID; COPPER; DERIVATIVES; ADSORPTION
272,LASER-INDUCED REACTIONS; ELECTRON LOCALIZATION; MONTE-CARLO; QUANTUM; ENERGY; SPECTROSCOPY; CHEMISTRY; GRAPHENE; STORY; BORON
273,ELECTRONIC-PROPERTIES; THIOPHENE
274,CARBONATE FUNCTIONAL POLYMERS; 5-MEMBERED CYCLIC CARBONATES; OIL-BASED POLYURETHANES; DIOXIDE; ROUTE; POLYHYDROXYURETHANES; SELECTIVITY; CATALYSTS; COATINGS; EPOXIDES
275,EPOXY-RESIN
276,ESSENTIAL OILS; ANTIBACTERIAL ACTIVITY; CHEMICAL-COMPOSITION
277,MEDIUM DENSITY FIBERBOARDS; CHEMICAL-MODIFICATION; PHYSICAL-PROPERTIES; STRENGTH; RUBBERWOOD; RESISTANCE; STALKS; WASTE; KENAF; RESIN
278,DENSITY-FUNCTIONAL THEORY; OPEN-CIRCUIT VOLTAGE; NANOCRYSTALLINE TIO2; ELECTRONIC-STRUCTURE; EXCITATION-ENERGIES; OPTICAL-PROPERTIES; DYES; EFFICIENCY; ACCEPTOR; DONOR
279,CARBON-STEEL; CATIONIC SURFACTANTS; DERIVATIVES; ADSORPTION; EXTRACT; PERFORMANCE; ACETATE; ISATIN
280,REMOVAL; NANOPARTICLES; PESTICIDES; OPTIMIZATION; DEGRADATION; ENERGIES; KINETICS; CD(II); DYES
281,PROTON-TRANSFER; AB-INITIO; TAUTOMERISM; DERIVATIVES; EDARAVONE; TRANSFORMATIONS; BARRIER; ACIDS
282,ONLINE PRECONCENTRATION SYSTEM; ATOMIC-ABSORPTION-SPECTROMETRY; ION-IMPRINTED POLYMER; DOEHLERT MATRIX; FACTORIAL-DESIGNS; TRACE AMOUNTS; CADMIUM; WATER; SEPARATION; SEAWATER
283,QSAR MODEL; VALIDATION
284,BROMIDE
285,DISCHARGES
286,VALIDATION; PROGRAM; DOCKING; ACID
287,ANTIFUNGAL ACTIVITY; INHIBITOR
288,MOLAR HYDROCHLORIC-ACID; BUTYLATED HYDROXYANISOLE; DERIVATIVES; IRON; FLAVONOIDS
289,SALINE INTRUSION; GROUNDWATER; QUALITY; WATER
290,CHEMICAL-REACTIVITY; PHASE-II; DENSITY; DERIVATIVES; 3-AP
291,HEPT DERIVATIVES; QSAR; ENTEROVIRUS; INHIBITORS; OUTBREAK; FOOT; HAND; PCR
292,POROUS SILICON; SALTS; H-SI(111); ELECTRODE; FUNCTIONALIZATION; ALKYNES
293,AQUEOUS-SOLUTIONS; ACTIVATED CARBON; POLY(4-VINYLPYRIDINE); MICRODOMAINS; ADSORBENTS; CR(VI)
294,LOW-COST ADSORBENT; AQUEOUS-SOLUTIONS; AZO-DYE; ADSORPTION; REMOVAL; CHITOSAN; COMPOSITE; RED; NANOPARTICLES; EQUILIBRIUM
295,OXIDATIVE DEHYDROGENATION; SULFUR-DIOXIDE; CATALYSTS; ALKOXIDES
296,COMPLEXES; CU(II)
297,ESSENTIAL-OILS; ANTIMICROBIAL ACTIVITY; CHEMICAL-COMPOSITION
298,STABILIZED RARE TAUTOMERS; 2ND VIRIAL-COEFFICIENT; NON BONDED INTERACTION; CARBON NANOTUBE; MONTE-CARLO; CHEMICAL-SHIFTS; ALCOHOL; DESIGN; RINGS; GAS
299,SCHIFF-BASE; CRYSTAL INTERACTIONS; PD(II) COMPLEXES; LIGANDS; HYBRID; NI(II)
300,MILD-STEEL; CARBON-STEEL; SCHIFF-BASE; THERMODYNAMIC CHARACTERIZATION; ADSORPTION PROCESSES; METAL DISSOLUTION; 1M HCL; DERIVATIVES; EXTRACT; IRON
301,DYE SOLUTIONS; COAGULATION; DECOLORIZATION; HYDROXIDE; EFFLUENT; BORON; ZINC
302,POLY(ESTER-AMIDE)S
303,ELECTROPHORETIC DEPOSITION EPD; OXIDE FUEL-CELLS; CERAMICS; COATINGS
304,ACTIVATED CARBON; METHYLENE-BLUE; IONIC-STRENGTH; ADSORPTION; EQUILIBRIUM; PH
305,AQUEOUS-SOLUTION; ADSORPTION; RISKS; IONS
306,RADICAL-SCAVENGING ACTIVITY; TOTAL PHENOLIC CONTENT; FLAVONOID CONTENTS; IN-VITRO; PUMPKIN; SEEDS; L.; CONSTITUENTS; MECHANISM; CAPACITY
307,ISOTHERM MODELS; CARBON-STEEL; INHIBITION; ADSORPTION; EQUILIBRIUM; GREEN
308,CHEMISTRY; FURAZANS; HETEROCYCLES; EFFICIENT; DBU
309,TRANSFORM-INFRARED-SPECTROSCOPY; PRINCIPAL COMPONENT ANALYSIS; ATTENUATED TOTAL REFLECTANCE; VIRGIN OLIVE OILS; EDIBLE OILS; VEGETABLE-OILS; DISCRIMINANT-ANALYSIS; CLASSIFICATION; AUTHENTICATION; SPECTRA
310,SIMPLE MOLECULES; DYE ADSORPTION
311,POLY(METHYL METHACRYLATE); MELT INTERCALATION; GLASS-TRANSITION; LAYERED SILICATE; PMMA; POLYMERIZATION; BEHAVIOR; CLAY; ADSORPTION; RETARDANCY
312,OXIDATIVE STABILITY; PRUNUS-DULCIS; QUALITY; TEMPERATURE; EXTRACTION
313,CARBONATE FUNCTIONAL POLYMERS; CYCLIC CARBONATES; DIOXIDE; MODEL; CATALYSTS; EPOXIDES; DIAMINES; AMINES; ROUTE
314,MILD-STEEL; IONIC LIQUIDS; MOLECULAR-DYNAMICS; CARBON-STEEL; NONFERROUS METALS; ORGANIC-COMPOUNDS; INHIBITORS; ACID; DERIVATIVES; IMIDAZOLIUM
315,WASTE-WATER; REMOVAL; COAGULATION; DYES; DECOLORIZATION; WASTEWATERS; OZONATION; DISPERSE; FUTURE
316,REMOVAL; COMPOSITE; CARBON; DEGRADATION; ADSORBENTS; COMPLEXES; GREEN
317,WASTEWATERS; PRETREATMENT; PERFORMANCE
318,CARBON NANOTUBES
319,THYMUS-CAPITATUS; ANTIOXIDANT ACTIVITIES; ANTIMICROBIAL ACTIVITY; WILD POPULATIONS; GAMMA-TERPINENE; GROWING WILD; ANTIBACTERIAL; BIOSYNTHESIS; VARIABILITY; HOFF.
320,ANTIOXIDANT ACTIVITY; ANTIINFLAMMATORY ACTIVITY; PLANTS
321,DERIVATIVES; ELECTRONEGATIVITY; HARDNESS
322,MULTIPLE LINEAR-REGRESSION; TETRAHYMENA-PYRIFORMIS; BIOLOGICAL EVALUATION; ACUTE TOXICITY; QSPR; DERIVATIVES; VALIDATION; PREDICTION; TRANSPORT; METRICS
323,TOPICAL ANTIINFLAMMATORY ACTIVITY; GREEN CORROSION-INHIBITOR; SEASONAL-VARIATION; ACID-SOLUTION; EXTRACTS; LEAVES
324,PRECIPITATION; DERIVATIVES
325,FIXED-BED ADSORPTION; REMOVAL; DYE; COAGULATION; CARBON; WASTE; BLUE
326,SEWAGE-SLUDGE; SEQUENTIAL EXTRACTION; INFRARED-SPECTRA; METALS; SPECTROSCOPY; SOILS
327,AIRBORNE PARTICULATE MATTER; ISOTOPIC COMPOSITION; TRACE-ELEMENT; HEAVY-METALS; AEROSOL; PB; URBAN; LEAD; FRANCE; ENVIRONMENT
328,TRANSPORT JUNCTIONS; METAL
329,BONE CHAR; SYNTHETIC HYDROXYAPATITE; DIFFUSION-MODEL; ZINC IONS; SORPTION; REMOVAL; CADMIUM; COPPER; LEAD; PHOSPHATE
330,YIELD; NITROGEN; L.
331,FRANCK-FITZHUGH MODEL; ELECTROCHEMICAL POLYMERIZATION; POLYPYRROLE FILMS; PYRROLE; STABILITY; ELECTRODISSOLUTION; FE
332,SURFACE; DYES; ADSORPTION
333,TOTAL FLAVONOIDS CONTENT; GROWING WILD
334,SULFONYL CHLORIDES; REACTIVITY; INDEX
335,ION-EXCHANGE-RESINS; REMOVAL
336,HEAVY-METALS; POSIDONIA-OCEANICA; THAIS-CLAVIGERA; BASE-LINE; GULF; SEAGRASS; SEAWEEDS; CD; SEDIMENT; PB
337,ALCUFE; EVOLUTION; PD
338,METHYLENE-BLUE; ACTIVATED CARBON; DIATOMITE; REMOVAL
339,MILD-STEEL; ACTIVATED CARBONS; PLANT-EXTRACTS; ACIDIC MEDIUM; LIQUID-PHASE; ADSORPTION; PHENOL; MEDIA
340,PURE IRON; DERIVATIVES; ACID
341,FARMERS; SPIROMETRY; ASTHMA
342,ANTIBIOTICS; REMOVAL; WATER
343,MGMOO4; LUMINESCENCE; CRYSTALS; MG; TRANSITION; SCHEELITE; SYSTEM; CR3+; ZN
344,ONE-POT SYNTHESIS; TOPOISOMERASE-I INHIBITORS; ANTIINFLAMMATORY EVALUATION; ANTIMICROBIAL ACTIVITY; PLASMODIUM-FALCIPARUM; CATALYZED CYCLIZATION; ALZHEIMERS-DISEASE; CYTOTOXIC ACTIVITY; IMIDOYL CHLORIDES; KINASE INHIBITORS
345,MOLECULAR MECHANISM; CYCLOPENTADIENE; DENSITY; IMINE; DFT; DERIVATIVES; ENERGY
346,ADSORPTION; DYE
347,CHEMICAL-COMPOSITION; PHENOLIC-COMPOUNDS; MEDICINAL-PLANTS; NATURAL-PRODUCTS; ESSENTIAL OIL; ANTIBACTERIAL; RESISTANCE; EXTRACTS
348,WALLED CARBON NANOTUBES; CORROSION PROTECTION; CLAY NANOCOMPOSITE; POLYANILINE-TIO2 COMPOSITE; TRIBOLOGICAL BEHAVIOR; EMULSION POLYMERIZATION; DOPED POLYANILINE; RESISTANCE; STEEL; MMT
349,ONE-POT SYNTHESIS; 3,5-DISUBSTITUTED 4-AMINO-1,2,4-TRIAZOLES; IN-VITRO; 1,2,4-TRIAZOLES; ANTIFUNGAL; DESIGN; 1,3,4-THIADIAZOLE; ANTICANCER; CHEMISTRY; AGENTS
350,SULFURIC-ACID; MILD-STEEL; ELECTROCHEMICAL-BEHAVIOR; AMMONIUM-CHLORIDE; ADSORPTION; SURFACTANTS; ALUMINUM; IRON; ABSENCE; COPPER
351,ADSORPTION; HYDROXYAPATITE; EQUILIBRIUM; CAPACITY; SORPTION; SPECTRA; BONE
352,
353,DISINFECTION BY-PRODUCTS; CHLORINATION; KINETICS
354,DENSITY-FUNCTIONAL THERMOCHEMISTRY; DFT CALCULATIONS; VINBLASTINE; SOLVENT; TUBULIN; ENERGY
355,MOISTURE SORPTION ISOTHERMS; PRODUCTS
356,ROSMARINUS-OFFICINALIS L.; ESSENTIAL OIL COMPOSITION; ANTIMICROBIAL ACTIVITY; CARNOSIC ACID; WILD; DIVERSITY
357,BLOOD-BRAIN-BARRIER; ZEBRAFISH; DISRUPTION; DISEASE; IDENTIFICATION; DELIVERY; SYSTEMS
358,METHYLENE-BLUE; WASTE-WATER; AQUEOUS-SOLUTIONS; REMOVAL; COAGULATION; DEGRADATION; DYESTUFFS
359,CEMENT
360,METHYLENE-BLUE; AQUEOUS-SOLUTION; CRYSTAL VIOLET; DYE; REMOVAL; SORPTION; ACID; EQUILIBRIUM; DEGRADATION; YELLOW
361,WASTE-WATER; REMOVAL; EFFICIENCY; NITROGEN
362,AZIDE-ALKYNE CYCLOADDITION; INDEX
363,FEEDFORWARD; EXTRACTION
364,ANTIOXIDANT ENZYME-ACTIVITIES; ANTIBACTERIAL; FLAVONOIDS
365,CARBON-STEEL; FT-IR; NBO ANALYSIS; SCHIFF-BASE; HOMO-LUMO; BENZIMIDAZOLE DERIVATIVES; ELECTRONIC-STRUCTURE; ADSORPTION BEHAVIOR; INORGANIC-COMPOUNDS; ALZHEIMERS-DISEASE
366,COMPOST
367,URBAN STREET CANYONS; QUALITY; CHINA; EMISSIONS
368,DECOLORIZATION
369,PHYSICAL-ACTIVITY; EXERCISE
370,SOLAR-CELLS; ELECTROCHEMICAL PROPERTIES; EXCITATION-ENERGIES; CONJUGATED POLYMERS; CHAIN-LENGTH; ACCEPTOR; ELECTRON; HETEROJUNCTIONS; CARBAZOLE; CHEMISTRY
371,NEPHROTOXICITY; CISPLATIN; EXUDATE
372,ANTIFUNGAL ACTIVITY; 1,2,3-TRIAZOLE
373,PROFILE
374,PODS; WILD
375,DRUG DISCOVERY; TEST SET; QSAR; DESIGN; VALIDATION; MELANOMA
376,PURIFICATION; IMPURITY; GROWTH
377,PULP
378,ALKYL; ACID
379,AQUEOUS-SOLUTION; ACTIVATED CARBON; DIPLOTAXIS-HARRA; REMOVAL; ADSORPTION; CD(II); WATER; BIOSORBENT; COBALT(II); CO(II)
380,REGRESSION; MODELS; RIVER
381,DRAGONFLY SURVEYS INSECTA; SPECIES DISTRIBUTION; ASSEMBLAGES; WATER; BIODIVERSITY; TEMPERATURE; LESTIDAE; IMPACTS; ECOLOGY; HABITAT
382,MULTIPLE LINEAR-REGRESSION; MELTING-POINT; TETRAHYMENA-PYRIFORMIS; DETONATION TEMPERATURE; IMPACT SENSITIVITY; PREDICTION; TOXICITY; DERIVATIVES; SUBLIMATION; ENTHALPIES
383,3,5-DISUBSTITUTED 1,2,4-TRIAZOLES; PYRAZOLE
384,FLOCCULATION PERFORMANCE; POLYMERIZATION; ACRYLAMIDE; THERMODYNAMICS; POLYACRYLAMIDE; MICELLIZATION; STEADY
385,TRANSITION-METAL-COMPLEXES; SOLID-STATE; DERIVATIVES; ANTIBACTERIAL; ANTIFUNGAL; LIGAND; CRYSTAL; FORMS
386,DERIVATIVES
387,CARBON-PASTE ELECTRODE; COBALT OXYHYDROXIDE; SENSORS; ACID; NOREPINEPHRINE; ACETAMINOPHEN; PARACETAMOL; HYDROXIDE; DOPAMINE; CAFFEINE
388,GLASSY-CARBON ELECTRODE; ELECTROCHEMICAL DETERMINATION; ELECTROPOLYMERIZATION; ELECTROOXIDATION; SENSOR
389,PERFORMANCE; PROPERTY; FIBERS; BLENDS
390,BENZOTRIAZOLE; IMPEDANCE; BEHAVIOR; WATER; POLARIZATION; PROTECTION; ALLOYS; ACID
391,PESTICIDE-RESIDUES
392,PILLARED CLAY CATALYSTS; WASTE-WATER; PHOTOCATALYTIC DEGRADATION; ADSORPTION; PHENOL; OPTIMIZATION; WASTEWATERS; ZEOLITE; FENTON; MODEL
393,RESPONSE-SURFACE METHODOLOGY; REVERSE-OSMOSIS PURIFICATION; ANAEROBIC-DIGESTION; LANDFILL LEACHATE; PHOTO-FENTON; SOLID-WASTE; OPTIMIZATION; WASTEWATERS; EFFLUENT; PRETREATMENT
394,DENSITY-FUNCTIONAL THERMOCHEMISTRY; N-DONOR LIGANDS; TETRAPYRAZOLIC MACROCYCLES; COORDINATION CHEMISTRY; SELECTIVE EXTRACTION; AGENTS SYNTHESIS; PYRAZOLE; ANTICANCER; OXIDATION; DERIVATIVES
395,PHENOLIC-COMPOUNDS; CHEMICAL-COMPOSITION
396,MILD-STEEL; CHEMICAL-COMPOSITION; PLANT; ANTIOXIDANT; DERIVATIVES; BEHAVIOR; EXTRACT; LEAVES
397,PYRIMIDINE-DERIVATIVES; DESIGN
398,MILD-STEEL; RUTA-CHALEPENSIS; GREEN INHIBITOR; EXTRACT; OIL; ADSORPTION; BEHAVIOR; SULFUR
399,TRANSITION-METAL-COMPLEXES; FE(NO3)(3) COMPLEXES; ZINC(II) COMPLEXES; HYDROGEN-BOND; BENZIMIDAZOLE; ANTIBACTERIAL; DERIVATIVES; RAMAN; CORROSION; LIGANDS
400,OPTIMIZATION; EXTRACTION; CAROTENOIDS; METHODOLOGY; DESIGN
401,DIELS-ALDER REACTION; MOLECULAR MECHANISM; CHEMICAL-SHIFTS; DFT; IMINE; CYCLOPENTADIENE; CYCLOADDITIONS; DENSITY; INDEX
402,EQUILIBRIA
403,HOLLOW SPHERES; PARTICLE-SIZE; ANATASE; PHASE; DEGRADATION; MORPHOLOGY
404,SORPTION ISOTHERM; ACTIVATED CARBON; REMOVAL; DYE; THERMODYNAMICS; NANOCOMPOSITES; BIOSORPTION; PARAMETERS; SAFRANIN; KINETICS
405,MEDICINAL-PLANTS; PATHOGENIC BACTERIA; RESISTANCE
406,IN-VIVO; ANTICANCER; INHIBITORS; ANTIBACTERIAL; CHEMOTHERAPY; DESIGN
407,MORDENITE
408,HYDROCHLORIC-ACID SOLUTION; CHEMICAL-CHARACTERIZATION; THERMODYNAMIC PROPERTIES; EXTRACT; OIL; TINPLATE; IRON
409,IRON PLATE ELECTRODES; WASTE-WATER TREATMENT; OPUNTIA-FICUS-INDICA; PHOSPHATE REMOVAL; ELECTROCOAGULATION; OXIDATION; EFFLUENT; SLUDGE; SYSTEM
410,NUCLEIC-ACIDS; FORCE-FIELD; ANTIBACTERIAL; PROTEINS; SIMULATION; DYNAMICS
411,LANDFILL LEACHATE; BIOREACTOR
412,RAMAN; REACTIVITY; KINETICS; GLASSES
413,LACTIC-ACID BACTERIA; NATURALLY BLACK OLIVES; LACTOBACILLUS-PLANTARUM; FERMENTATION; IDENTIFICATION; HILGARDII; PROFILE
414,SPATIAL-DISTRIBUTION; WATER
415,AQUEOUS-SOLUTIONS; ADSORPTION-KINETICS; POTENTIAL REMOVAL; TEXTILE DYES; EQUILIBRIUM; ADSORBENT; PHOSPHATE; WASTE; IONS
416,SESQUITERPENE LACTONES
417,SOLAR PHOTOCATALYTIC DEGRADATION; ACTIVATED CARBON; AQUEOUS-SOLUTIONS; BREAKTHROUGH CURVES; PHOSPHORIC-ACID; REACTIVE DYES; AZO-DYE; ADSORPTION; TIO2; NITROPHENOL
418,HEAVY-METAL POLLUTANT; AQUEOUS-SOLUTION; ADSORPTION; REMOVAL; PRECONCENTRATION; SCAVENGER; ISOTHERM; WATER; OXIDE; IONS
419,INITIAL SETTING TIME; CEMENT PASTES; MECHANICAL PERFORMANCE; SUPERPLASTICIZERS; CONCRETE; LIMESTONE; STRENGTH; EVOLUTION; POZZOLAN; RHEOLOGY
420,PHYTOSTEROLS
421,CAMELLIA-SINENSIS; STEEL
422,NATURAL-PRODUCTS; DERIVATIVES; ALCOHOLS; AGENTS; CHAIN
423,SCHIFF-BASES; CRYSTAL-STRUCTURE; COORDINATION-COMPOUNDS; COMPLEXES; COPPER
424,JAHN-TELLER; ELECTRONIC-STATE; MOLECULES; SPECTRUM; CI
425,COMPOSITES
426,VISCOSITY; SYSTEM
427,SOLVENT-EXTRACTION; CU(II); NI(II); SEPARATION; TRANSPORT; SORPTION; CADMIUM; PB(II); SILVER
428,FLOCCULATION PERFORMANCE; POLYMERIZATION; POLYACRYLAMIDE; ACRYLAMIDE; COPOLYMER; POLYMERS; SALTS
429,DOPED TITANIA; VISIBLE-LIGHT; SELECTIVE OXIDATION; TIO2 MATERIALS; IRON-OXIDE; SIZED TIO2; DEGRADATION; WATER; ADSORPTION; DIOXIDE
430,MILD-STEEL; SCHIFF-BASES; HCL; IRON; ALUMINUM
431,ANTIMICROBIAL ACTIVITY; BROWN; PHLOROTANNINS; EXTRACTS
432,ORGANIC CATIONS; X-RAY; MODEL; CLAYS; SIMULATIONS; DYNAMICS; BEHAVIOR; LAYER
433,AUTOGENOUS SHRINKAGE; CEMENT; PERFORMANCE; PREVENTION; ADMIXTURE; COATINGS
434,WASTE MATERIALS; ADSORPTION; REMOVAL; BATCH
435,PSEUDOMONAS-AERUGINOSA; BACILLUS-SUBTILIS; BIOSORPTION; KINETICS; CR(VI); STRAIN; GENE
436,PHENOLIC-COMPOUNDS; DERIVATIVES; FLAVONOIDS; EXTRACT; PLANTS; L.
437,TRANSITION-METAL-COMPLEXES; DERIVATIVES; COPPER(II); NICKEL(II)
438,DEGRADATION; COPPER(II)
439,ELECTROCOAGULATION; REMOVAL; INDUSTRIAL; ADSORPTION; EFFLUENT
440,ZINC-OXIDE NANOPARTICLES; L. LEAF EXTRACT; CATALYTIC-ACTIVITY; CU/FE3O4 NANOPARTICLES; REUSABLE CATALYST; NANOCOMPOSITE; BIOSYNTHESIS; REDUCTION; CYANATION; ARYLATION
441,PYRAZOLE DERIVATIVES; BIOLOGICAL EVALUATION; ANTIMICROBIAL ACTIVITIES; ANTIMALARIAL EVALUATION; AGENTS; ANTICANCER; INHIBITORS; DOCKING; POTENT
442,COLD-ROLLED STEEL; 1 M HCL; MILD-STEEL; C38 STEEL; EXUDATE GUM; SCHIFF-BASE; ADSORPTION; TEMPERATURE; DERIVATIVES; ALUMINUM
443,CHLORIDE SOLUTIONS; BENZOTRIAZOLE; BEHAVIOR; IMPEDANCE; POLARIZATION; SPECTROSCOPY; PROTECTION; ALLOYS; WATER; ACID
444,ONE-POT SYNTHESIS; SOLVENT-FREE SYNTHESIS; RECYCLABLE CATALYST; EFFICIENT SYNTHESIS; REUSABLE CATALYST; IMPROVED PROTOCOL; HETEROPOLY ACID; 3,4-DIHYDROPYRIMIDIN-2(1H)-ONES; TRIFLATE; DIHYDROPYRIMIDINONES
445,INFORMATION-CONTENT; DESCRIPTORS; ANALOGS; QSPR
446,PROXIMATE
447,ELECTROPHILICITY INDEX; EXCHANGE
448,CYCLOADDITION; IMINE; FRAGMENTS; STEPWISE
449,MASS-TRANSPORT; DIFFUSION; POLYMERS; STRESS
450,MILD-STEEL; C-STEEL; ALUMINUM
451,SPECTROPHOTOMETRIC DETERMINATION; MAGNESIUM; CALCIUM; ALKALINITY; ELECTRODE
452,DYES; ADSORBENT; KINETICS; WATER; IONS
453,AQUEOUS-SOLUTION; REMOVAL; CARBON
454,HYDROGEN-BONDING INTERACTIONS; INTERPOLYMER; MISCIBILITY; ACRYLAMIDE); STABILITY
455,SOLID-PHASE EXTRACTION
456,EPOXY-RESIN; CARBON NANOTUBES; DIELECTRIC-PROPERTIES
457,OBESITY
458,DNA-BINDING; COPPER(II) COMPLEXES; RUTHENIUM(II) COMPLEXES; ANTIFUNGAL PROPERTIES; SPECTRAL CHARACTERIZATION; ANTIMICROBIAL ACTIVITY; DEOXYRIBONUCLEIC-ACID; ION COMPLEXES; NICKEL(II); COBALT(II)
459,FLAVONOIDS; L.; BIOSYNTHESIS; NITROGEN; DEFICIENCY; OLEUROPEIN; STRESS; POLLEN; PLANTS; BORON
460,LIMESTONE FILLER; NATURAL-POZZOLAN; STRENGTH; CEMENT; SUBSTITUTION; RESISTANCE; FINENESS; MARBLE
461,DIELS-ALDER REACTIONS; ALDOL CONDENSATION; AQUEOUS-MEDIA; MICROWAVES; ACID
462,IRON REMOVAL; ORGANIC-ACIDS; IMPURITIES
463,EPOXY-RESIN
464,CHEMICAL-MODIFICATION; SPECTROSCOPY; ANHYDRIDE; COMPOSITE; KINETICS; CURE
465,BIOMASS; BIOSORPTION; NICKEL(II); REMOVAL
466,FUNCTIONALIZATION; AFFINITY
467,PRODUCTS; DECONTAMINATION; ANTIOXIDANT; KINETICS; POWDERS; LIGHT; APPLE; HEAT
468,DENSITY-FUNCTIONAL THEORY; DIELS-ALDER REACTIONS; QUANTITATIVE CHARACTERIZATION; 1,3-DIPOLAR CYCLOADDITION; ELECTROPHILICITY INDEX; REACTIVITY
469,METHYLPARABEN; PROPYLPARABEN; STRAIN; PRODUCTS; ESTERS
470,SOIL SORPTION
471,HEAVY-METALS; RISK-ASSESSMENT; SEDIMENTS
472,EPOXIDATION; POLYMERS
473,ASCORBIC-ACID; VOLTAMMETRIC DETERMINATION; CAPILLARY-ELECTROPHORESIS; SOLUBLE VITAMINS; LIQUID; FLUORESCENCE; SURFACTANT; CALIBRATION; EXTRACTION; DOPAMINE
474,OKARA
475,AQUEOUS-SOLUTION; CONGO RED; ISOTHERM; EQUILIBRIUM; BIOSORPTION; ADSORBENT; KINETICS; FLUORIDE; REMOVAL; COST
476,UNDERGROUND WATER; GROUND-WATER; DEMINERALIZATION; ELECTRODIALYSIS; DESALINATION; ADSORPTION; FLUORIDE; COST
